X,CH1,CH2,
Second,Volt,Volt,
4.80000e-03,1.40e-01,0.00e+00,
4.81000e-03,1.80e-01,-1.60e-02,
4.82000e-03,2.00e-01,-8.00e-03,
4.83000e-03,1.60e-01,-8.00e-03,
4.84000e-03,1.60e-01,-8.00e-03,
4.85000e-03,2.00e-01,-8.00e-03,
4.86000e-03,2.00e-01,-8.00e-03,
4.87000e-03,1.40e-01,0.00e+00,
4.88000e-03,1.40e-01,0.00e+00,
4.89000e-03,1.60e-01,-8.00e-03,
4.90000e-03,2.00e-01,-8.00e-03,
4.91000e-03,1.40e-01,0.00e+00,
4.92000e-03,1.20e-01,-8.00e-03,
4.93000e-03,1.60e-01,-1.60e-02,
4.94000e-03,1.60e-01,-8.00e-03,
4.95000e-03,1.40e-01,-8.00e-03,
4.96000e-03,2.00e-01,-8.00e-03,
4.97000e-03,1.40e-01,-1.60e-02,
